,timestamp,generation_biomass,generation_fossil_brown_coal_lignite,generation_fossil_coal_derived_gas,generation_fossil_gas,generation_fossil_hard_coal,generation_fossil_oil,generation_fossil_oil_shale,generation_fossil_peat,generation_geothermal,generation_hydro_pumped_storage_aggregated,generation_hydro_pumped_storage_consumption,generation_hydro_run_of_river_and_poundage,generation_hydro_water_reservoir,generation_marine,generation_nuclear,generation_other,generation_other_renewable,generation_solar,generation_waste,generation_wind_offshore,generation_wind_onshore,forecast_solar_day_ahead,forecast_wind_offshore_eday_ahead,forecast_wind_onshore_day_ahead,total_load_forecast,total_load_actual,price_day_ahead,price_actual
20441,2017-05-01 18:00:00+02:00,353.0,594.0,0.0,6694.0,6632.0,313.0,0.0,0.0,0.0,0.0,0.0,611.0,3765.0,0.0,7097.0,51.0,111.0,182.0,297.0,0.0,5537.0,279,,5223,32070,31777.0,75.15,47.82
7087,2015-10-23 08:00:00+02:00,562.0,634.0,0.0,6237.0,7037.0,429.0,0.0,0.0,0.0,0.0,0.0,594.0,5337.0,0.0,5979.0,91.0,78.0,77.0,278.0,0.0,2345.0,110,,2271,30400,30546.0,64.84,73.59
34262,2018-11-28 14:00:00+01:00,379.0,0.0,0.0,9970.0,5972.0,310.0,0.0,0.0,0.0,0.0,1.0,1262.0,1932.0,0.0,5040.0,57.0,103.0,3369.0,272.0,0.0,4829.0,3377,,4622,33632,33442.0,65.51,70.22
3370,2015-05-21 11:00:00+02:00,517.0,0.0,0.0,3684.0,3265.0,391.0,0.0,0.0,0.0,0.0,99.0,851.0,2719.0,0.0,5064.0,89.0,80.0,4798.0,172.0,0.0,8133.0,5165,,8219,31332,30896.0,49.1,61.97
32861,2018-10-01 06:00:00+02:00,269.0,591.0,0.0,5348.0,5118.0,341.0,0.0,0.0,0.0,0.0,923.0,1007.0,1327.0,0.0,6079.0,49.0,86.0,16.0,325.0,0.0,6664.0,11,,6443,28188,28072.0,50.06,73.95
228,2015-01-10 12:00:00+01:00,554.0,839.0,0.0,5580.0,7368.0,419.0,0.0,0.0,0.0,0.0,166.0,474.0,3769.0,0.0,6003.0,87.0,69.0,5044.0,250.0,0.0,1346.0,4699,,1454,30964,31449.0,60.9,74.23
2945,2015-05-03 18:00:00+02:00,470.0,0.0,0.0,4924.0,1627.0,315.0,0.0,0.0,0.0,0.0,230.0,1592.0,5805.0,0.0,6179.0,85.0,68.0,1906.0,219.0,0.0,9767.0,1518,,9897,31780,31076.0,39.59,56.64
20924,2017-05-21 21:00:00+02:00,366.0,203.0,0.0,3651.0,3652.0,243.0,0.0,0.0,0.0,0.0,0.0,1048.0,2341.0,0.0,5029.0,52.0,84.0,84.0,285.0,0.0,6885.0,174,,6670,26351,26334.0,52.33,58.98
13891,2016-08-01 20:00:00+02:00,406.0,0.0,0.0,4177.0,2136.0,411.0,0.0,0.0,0.0,0.0,293.0,1121.0,5602.0,0.0,6073.0,53.0,78.0,28.0,219.0,0.0,9539.0,2,,9460,33476,33761.0,49.21,52.99
12092,2016-05-18 21:00:00+02:00,330.0,319.0,0.0,5146.0,1483.0,321.0,0.0,0.0,0.0,0.0,0.0,1663.0,7197.0,0.0,5088.0,12.0,87.0,849.0,187.0,0.0,6397.0,928,,6367,30478,30656.0,34.95,44.74
13994,2016-08-06 03:00:00+02:00,349.0,376.0,0.0,4417.0,3331.0,290.0,0.0,0.0,0.0,0.0,226.0,1192.0,1101.0,0.0,6222.0,55.0,84.0,733.0,239.0,0.0,3943.0,677,,3991,23487,23526.0,36.49,41.42
33075,2018-10-10 04:00:00+02:00,372.0,764.0,0.0,4861.0,4856.0,297.0,0.0,0.0,0.0,0.0,196.0,525.0,438.0,0.0,7025.0,54.0,105.0,17.0,319.0,0.0,3838.0,28,,4297,22651,22230.0,57.6,60.38
15317,2016-09-30 06:00:00+02:00,354.0,598.0,0.0,4871.0,5330.0,285.0,0.0,0.0,0.0,0.0,0.0,468.0,923.0,0.0,7014.0,54.0,82.0,50.0,322.0,0.0,3379.0,21,,3559,25370,25277.0,43.02,47.79
32363,2018-09-10 12:00:00+02:00,343.0,767.0,0.0,8719.0,5508.0,333.0,0.0,0.0,0.0,0.0,35.0,531.0,1502.0,0.0,7036.0,61.0,112.0,3864.0,336.0,0.0,2613.0,3667,,3005,31491,31137.0,72.05,83.69
18572,2017-02-12 20:00:00+01:00,352.0,655.0,0.0,9539.0,6672.0,276.0,0.0,0.0,0.0,0.0,0.0,594.0,1575.0,0.0,5215.0,55.0,105.0,93.0,315.0,0.0,11336.0,66,,11384,34220,34447.0,71.47,58.35
9056,2016-01-13 08:00:00+01:00,444.0,0.0,0.0,5842.0,4461.0,403.0,0.0,0.0,0.0,0.0,812.0,1174.0,7168.0,0.0,6095.0,92.0,78.0,83.0,194.0,0.0,3929.0,72,,3805,34162,34420.0,51.76,60.48
10806,2016-03-26 06:00:00+01:00,471.0,0.0,0.0,3814.0,1005.0,246.0,0.0,0.0,0.0,0.0,2494.0,1392.0,2299.0,0.0,6447.0,88.0,56.0,42.0,210.0,0.0,7810.0,34,,7813,21025,20794.0,20.01,32.98
24374,2017-10-12 15:00:00+02:00,349.0,202.0,0.0,4098.0,3084.0,269.0,0.0,0.0,0.0,0.0,1774.0,781.0,946.0,0.0,7073.0,49.0,90.0,482.0,323.0,0.0,14402.0,650,,14408,26949,28325.0,46.47,62.02
28764,2018-04-13 13:00:00+02:00,246.0,0.0,0.0,7775.0,3716.0,308.0,0.0,0.0,0.0,0.0,0.0,1857.0,6784.0,0.0,5051.0,17.0,103.0,2549.0,325.0,0.0,2100.0,2659,,1924,34731,34877.0,61.61,70.54
25626,2017-12-03 18:00:00+01:00,252.0,0.0,0.0,3293.0,1474.0,251.0,0.0,0.0,0.0,0.0,2660.0,1247.0,667.0,0.0,7087.0,55.0,82.0,1589.0,244.0,0.0,13037.0,1836,,12301,23746,23571.0,23.76,82.4
30401,2018-06-20 18:00:00+02:00,360.0,305.0,0.0,6447.0,3166.0,319.0,0.0,0.0,0.0,0.0,0.0,1566.0,6189.0,0.0,5037.0,51.0,105.0,3709.0,269.0,0.0,2991.0,3453,,3261,33523,33809.0,61.39,69.54
27474,2018-02-18 18:00:00+01:00,376.0,494.0,0.0,4431.0,2810.0,239.0,0.0,0.0,0.0,0.0,808.0,1425.0,2232.0,0.0,6083.0,59.0,91.0,740.0,322.0,0.0,6376.0,843,,4718,27782,27288.0,56.01,62.6
29958,2018-06-02 07:00:00+02:00,358.0,834.0,0.0,5698.0,5424.0,312.0,0.0,0.0,0.0,0.0,249.0,969.0,2923.0,0.0,7113.0,65.0,95.0,15.0,332.0,0.0,7884.0,40,,7895,33988,33763.0,56.77,63.58
17501,2016-12-30 05:00:00+01:00,328.0,892.0,0.0,4356.0,5391.0,274.0,0.0,0.0,0.0,0.0,1177.0,482.0,482.0,0.0,7103.0,56.0,93.0,35.0,287.0,0.0,1624.0,8,,1637,21772,21576.0,48.06,56.65
30175,2018-06-11 08:00:00+02:00,347.0,517.0,0.0,6081.0,5210.0,296.0,0.0,0.0,0.0,0.0,1.0,1057.0,1585.0,0.0,6007.0,56.0,84.0,304.0,297.0,0.0,12280.0,312,,11734,32778,32792.0,67.32,67.25
33877,2018-11-12 13:00:00+01:00,354.0,714.0,0.0,10457.0,5263.0,305.0,0.0,0.0,0.0,0.0,1.0,1111.0,2770.0,0.0,6046.0,65.0,100.0,2398.0,281.0,0.0,2793.0,2363,,2664,34605,34552.0,65.06,72.16
30706,2018-07-03 11:00:00+02:00,388.0,595.0,0.0,5154.0,3984.0,308.0,0.0,0.0,0.0,0.0,294.0,1524.0,4976.0,0.0,5983.0,65.0,106.0,3940.0,274.0,0.0,6378.0,4128,,8114,36725,35863.0,56.51,72.21
34531,2018-12-09 19:00:00+01:00,377.0,464.0,0.0,8690.0,5993.0,298.0,0.0,0.0,0.0,0.0,0.0,822.0,4811.0,0.0,6955.0,54.0,109.0,1496.0,332.0,0.0,1671.0,1559,,2221,32383,33052.0,78.78,70.08
28318,2018-03-25 23:00:00+02:00,332.0,0.0,0.0,4615.0,1503.0,236.0,0.0,0.0,0.0,0.0,17.0,1680.0,5061.0,0.0,6079.0,53.0,96.0,216.0,313.0,0.0,7492.0,48,,7586,28662,29462.0,49.39,55.28
18486,2017-02-09 06:00:00+01:00,376.0,564.0,0.0,4102.0,1309.0,311.0,0.0,0.0,0.0,0.0,1561.0,407.0,344.0,0.0,6853.0,52.0,100.0,66.0,332.0,0.0,6605.0,132,,6569,22916,22744.0,36.55,61.52
1267,2015-02-22 19:00:00+01:00,426.0,0.0,0.0,3856.0,1285.0,238.0,0.0,0.0,0.0,0.0,216.0,1305.0,5553.0,0.0,7106.0,84.0,74.0,598.0,206.0,0.0,11485.0,318,,11546,30091,30165.0,39.96,57.56
22531,2017-07-27 20:00:00+02:00,392.0,735.0,0.0,11266.0,4770.0,340.0,0.0,0.0,0.0,0.0,0.0,735.0,1638.0,0.0,5882.0,28.0,106.0,1858.0,307.0,0.0,3496.0,1856,,3475,34281,34901.0,52.05,60.09
11937,2016-05-12 10:00:00+02:00,362.0,595.0,0.0,10569.0,6284.0,265.0,0.0,0.0,0.0,0.0,0.0,729.0,4427.0,0.0,5036.0,57.0,90.0,863.0,242.0,0.0,4590.0,712,,4693,32264,33183.0,68.31,39.04
32249,2018-09-05 18:00:00+02:00,331.0,0.0,0.0,5116.0,2804.0,332.0,0.0,0.0,0.0,0.0,313.0,1608.0,2407.0,0.0,5025.0,68.0,110.0,1672.0,269.0,0.0,6806.0,2402,,6290,29138,29685.0,53.36,83.44
23771,2017-09-17 12:00:00+02:00,395.0,421.0,0.0,4943.0,2669.0,266.0,0.0,0.0,0.0,0.0,2.0,530.0,1032.0,0.0,6848.0,52.0,94.0,5171.0,305.0,0.0,1528.0,5179,,1478,24638,25130.0,47.47,54.77
28931,2018-04-20 12:00:00+02:00,233.0,0.0,0.0,3641.0,2091.0,277.0,0.0,0.0,0.0,0.0,9.0,1880.0,4969.0,0.0,5055.0,24.0,86.0,4675.0,308.0,0.0,7289.0,4634,,7667,32365,31985.0,40.72,48.7
22439,2017-07-24 00:00:00+02:00,364.0,367.0,0.0,5999.0,3413.0,254.0,0.0,0.0,0.0,0.0,517.0,616.0,808.0,0.0,5925.0,7.0,80.0,639.0,274.0,0.0,5130.0,643,,5255,26737,26744.0,50.19,56.64
1304,2015-02-24 08:00:00+01:00,461.0,0.0,0.0,3782.0,1655.0,360.0,0.0,0.0,0.0,0.0,0.0,1368.0,5884.0,0.0,7106.0,93.0,74.0,461.0,228.0,0.0,12716.0,463,,12778,34506,34669.0,30.11,45.25
20026,2017-04-14 11:00:00+02:00,275.0,422.0,0.0,4345.0,2086.0,263.0,0.0,0.0,0.0,0.0,152.0,1051.0,2078.0,0.0,6598.0,14.0,105.0,3293.0,333.0,0.0,1120.0,3665,,1128,22998,23360.0,46.18,55.9
3055,2015-05-08 08:00:00+02:00,488.0,956.0,0.0,5192.0,7826.0,357.0,0.0,0.0,0.0,0.0,0.0,640.0,1695.0,0.0,6697.0,86.0,67.0,784.0,262.0,0.0,3208.0,943,,3419,28952,29438.0,64.99,52.01
6454,2015-09-26 23:00:00+02:00,504.0,670.0,0.0,5344.0,6131.0,310.0,0.0,0.0,0.0,0.0,0.0,511.0,1248.0,0.0,6084.0,81.0,71.0,272.0,266.0,0.0,2644.0,164,,2624,24656,24715.0,50.83,59.33
15418,2016-10-04 11:00:00+02:00,193.0,0.0,0.0,3257.0,758.0,227.0,0.0,0.0,0.0,0.0,2421.0,1647.0,4202.0,0.0,7090.0,52.0,68.0,2102.0,209.0,0.0,10034.0,2037,,9993,26200,26231.0,7.69,63.77
8462,2015-12-19 14:00:00+01:00,528.0,0.0,0.0,3047.0,6303.0,311.0,0.0,0.0,0.0,0.0,526.0,594.0,866.0,0.0,6432.0,85.0,76.0,3206.0,235.0,0.0,5542.0,3246,,5540,28390,28859.0,45.0,52.71
24302,2017-10-09 15:00:00+02:00,384.0,0.0,0.0,3286.0,1545.0,254.0,0.0,0.0,0.0,0.0,2578.0,463.0,429.0,0.0,6861.0,53.0,93.0,5366.0,309.0,0.0,8550.0,5282,,8457,24469,24673.0,34.05,66.78
1329,2015-02-25 09:00:00+01:00,503.0,0.0,0.0,3902.0,2363.0,332.0,0.0,0.0,0.0,0.0,0.0,1433.0,7135.0,0.0,7096.0,76.0,72.0,1395.0,239.0,0.0,11295.0,1198,,11397,36033,35763.0,48.0,61.12
25274,2017-11-19 02:00:00+01:00,361.0,571.0,0.0,5645.0,6706.0,257.0,0.0,0.0,0.0,0.0,1015.0,382.0,250.0,0.0,5048.0,51.0,86.0,32.0,277.0,0.0,2942.0,11,,2982,22132,22177.0,53.1,57.83
33897,2018-11-13 09:00:00+01:00,375.0,721.0,0.0,10352.0,6353.0,311.0,0.0,0.0,0.0,0.0,0.0,1321.0,4919.0,0.0,5064.0,63.0,89.0,657.0,304.0,0.0,2286.0,960,,3048,33094,33006.0,70.49,74.44
14731,2016-09-05 20:00:00+02:00,273.0,263.0,0.0,4773.0,942.0,276.0,0.0,0.0,0.0,0.0,43.0,1778.0,7465.0,0.0,5088.0,13.0,81.0,611.0,203.0,0.0,7166.0,360,,7604,29556,30092.0,31.28,58.44
2030,2015-03-26 14:00:00+01:00,464.0,0.0,0.0,4480.0,3972.0,394.0,0.0,0.0,0.0,0.0,0.0,1295.0,2292.0,0.0,7095.0,80.0,71.0,2865.0,179.0,0.0,11310.0,3261,,10530,33816,32921.0,46.67,59.1
20696,2017-05-12 09:00:00+02:00,332.0,978.0,0.0,17632.0,6580.0,347.0,0.0,0.0,0.0,0.0,0.0,544.0,3806.0,0.0,6038.0,56.0,93.0,1079.0,305.0,0.0,2594.0,992,,2635,37328,38196.0,80.0,57.07
22010,2017-07-06 03:00:00+02:00,316.0,558.0,0.0,4468.0,4660.0,308.0,0.0,0.0,0.0,0.0,0.0,882.0,628.0,0.0,5821.0,53.0,103.0,709.0,326.0,0.0,3429.0,622,,3416,23556,23749.0,44.0,52.12
7490,2015-11-09 02:00:00+01:00,549.0,901.0,0.0,4305.0,6890.0,290.0,0.0,0.0,0.0,0.0,56.0,545.0,643.0,0.0,6894.0,85.0,66.0,248.0,232.0,0.0,1184.0,266,,1164,22842,23035.0,57.75,63.71
613,2015-01-26 13:00:00+01:00,467.0,971.0,0.0,5520.0,7423.0,331.0,0.0,0.0,0.0,0.0,2.0,1206.0,3969.0,0.0,7103.0,57.0,71.0,4280.0,239.0,0.0,4936.0,4343,,4987,36934,36237.0,65.78,77.45
14809,2016-09-09 02:00:00+02:00,365.0,944.0,0.0,4577.0,5914.0,275.0,0.0,0.0,0.0,0.0,98.0,604.0,621.0,0.0,6948.0,57.0,95.0,540.0,314.0,0.0,3248.0,330,,3204,25844,25896.0,40.0,44.99
9988,2016-02-21 04:00:00+01:00,345.0,0.0,0.0,3451.0,776.0,160.0,0.0,0.0,0.0,0.0,3556.0,1062.0,4232.0,0.0,6224.0,93.0,52.0,25.0,170.0,0.0,5437.0,10,,5526,21709,22201.0,5.95,17.58
31607,2018-08-10 00:00:00+02:00,388.0,0.0,0.0,4675.0,3257.0,235.0,0.0,0.0,0.0,0.0,740.0,514.0,617.0,0.0,7044.0,57.0,97.0,239.0,324.0,0.0,7011.0,199,,7061,23040,22999.0,55.88,64.92
12525,2016-06-05 22:00:00+02:00,334.0,0.0,0.0,4164.0,2271.0,296.0,0.0,0.0,0.0,0.0,0.0,1746.0,7301.0,0.0,5087.0,11.0,90.0,33.0,196.0,0.0,4390.0,13,,4416,28469,29103.0,36.01,51.63
12632,2016-06-10 09:00:00+02:00,331.0,911.0,0.0,8686.0,5076.0,294.0,0.0,0.0,0.0,0.0,0.0,525.0,3906.0,0.0,7004.0,55.0,88.0,637.0,274.0,0.0,3000.0,755,,3077,30781,31153.0,56.69,52.06
6430,2015-09-25 23:00:00+02:00,516.0,920.0,0.0,5590.0,6088.0,410.0,0.0,0.0,0.0,0.0,0.0,563.0,1719.0,0.0,6907.0,80.0,73.0,379.0,266.0,0.0,2450.0,486,,2568,26486,26403.0,48.23,56.71
11984,2016-05-14 09:00:00+02:00,289.0,0.0,0.0,3439.0,766.0,215.0,0.0,0.0,0.0,0.0,455.0,1898.0,7482.0,0.0,5099.0,11.0,68.0,1750.0,194.0,0.0,6255.0,1980,,6384,26009,26158.0,10.21,19.21
5251,2015-08-07 20:00:00+02:00,504.0,728.0,0.0,8236.0,7040.0,410.0,0.0,0.0,0.0,0.0,176.0,709.0,1585.0,0.0,5878.0,88.0,69.0,2063.0,257.0,0.0,8325.0,1767,,8409,36188,35664.0,60.11,71.1
29925,2018-05-31 22:00:00+02:00,355.0,442.0,0.0,7558.0,5655.0,306.0,0.0,0.0,0.0,0.0,0.0,1668.0,3662.0,0.0,4055.0,57.0,105.0,415.0,251.0,0.0,1798.0,517,,1541,28951,29073.0,66.69,73.23
27056,2018-02-01 08:00:00+01:00,288.0,0.0,0.0,4534.0,1156.0,319.0,0.0,0.0,0.0,0.0,247.0,1108.0,1316.0,0.0,7089.0,54.0,91.0,38.0,255.0,0.0,11695.0,84,,11731,30267,29437.0,47.95,66.45
24266,2017-10-08 03:00:00+02:00,346.0,398.0,0.0,4552.0,1915.0,345.0,0.0,0.0,0.0,0.0,1860.0,483.0,386.0,0.0,6894.0,45.0,95.0,661.0,264.0,0.0,7485.0,595,,7711,23566,23146.0,34.5,56.05
34860,2018-12-23 12:00:00+01:00,341.0,708.0,0.0,6596.0,2722.0,240.0,0.0,0.0,0.0,0.0,1.0,1271.0,1897.0,0.0,5166.0,57.0,98.0,2640.0,302.0,0.0,2097.0,2586,,1727,27621,27700.0,65.18,69.63
30355,2018-06-18 20:00:00+02:00,360.0,0.0,0.0,5060.0,1729.0,302.0,0.0,0.0,0.0,0.0,0.0,1613.0,4087.0,0.0,5033.0,53.0,98.0,1794.0,293.0,0.0,8579.0,1559,,8175,31659,31681.0,56.4,62.93
22443,2017-07-24 04:00:00+02:00,364.0,387.0,0.0,5455.0,3323.0,241.0,0.0,0.0,0.0,0.0,1003.0,549.0,426.0,0.0,5937.0,7.0,82.0,574.0,276.0,0.0,3932.0,559,,4038,23232,23082.0,40.3,45.86
16829,2016-12-02 05:00:00+01:00,395.0,0.0,0.0,3287.0,1167.0,347.0,0.0,0.0,0.0,0.0,3549.0,1163.0,2545.0,0.0,5080.0,90.0,70.0,9.0,139.0,0.0,15044.0,4,,15113,23977,24282.0,16.5,66.07
19507,2017-03-23 19:00:00+01:00,256.0,300.0,0.0,6755.0,2379.0,325.0,0.0,0.0,0.0,0.0,0.0,1224.0,5291.0,0.0,7107.0,61.0,104.0,411.0,298.0,0.0,3940.0,298,,4272,32875,33333.0,52.14,64.67
34878,2018-12-24 06:00:00+01:00,321.0,443.0,0.0,6898.0,1793.0,197.0,0.0,0.0,0.0,0.0,783.0,1180.0,1353.0,0.0,5228.0,59.0,90.0,4.0,280.0,0.0,2645.0,7,,1991,21595,21617.0,59.71,64.46
14539,2016-08-28 20:00:00+02:00,386.0,537.0,0.0,4023.0,4098.0,244.0,0.0,0.0,0.0,0.0,230.0,699.0,1612.0,0.0,6938.0,57.0,66.0,1080.0,267.0,0.0,6473.0,1175,,6450,27655,28142.0,41.21,48.69
5120,2015-08-02 09:00:00+02:00,483.0,178.0,0.0,4478.0,3736.0,274.0,0.0,0.0,0.0,0.0,1760.0,1160.0,2961.0,0.0,6488.0,87.0,68.0,1126.0,212.0,0.0,7626.0,1126,,7610,27542,27161.0,43.76,52.03
26078,2017-12-22 14:00:00+01:00,379.0,902.0,0.0,5397.0,6895.0,336.0,0.0,0.0,0.0,0.0,173.0,909.0,1096.0,0.0,7086.0,52.0,99.0,3360.0,335.0,0.0,7078.0,3402,,6910,33854,33076.0,62.02,69.0
22521,2017-07-27 10:00:00+02:00,360.0,611.0,0.0,10744.0,4853.0,348.0,0.0,0.0,0.0,0.0,0.0,720.0,2197.0,0.0,5930.0,28.0,87.0,3770.0,291.0,0.0,933.0,4017,,935,34590,34784.0,55.0,61.44
4963,2015-07-26 20:00:00+02:00,535.0,730.0,0.0,4233.0,6621.0,299.0,0.0,0.0,0.0,0.0,503.0,605.0,1895.0,0.0,6823.0,85.0,62.0,2139.0,253.0,0.0,5255.0,2128,,5168,28712,28619.0,48.0,59.55
29980,2018-06-03 05:00:00+02:00,362.0,364.0,0.0,3255.0,1772.0,333.0,0.0,0.0,0.0,0.0,2491.0,1440.0,1912.0,0.0,6077.0,52.0,90.0,24.0,270.0,0.0,13827.0,11,,13126,24984,25095.0,38.76,59.27
10365,2016-03-07 21:00:00+01:00,325.0,0.0,0.0,4266.0,3845.0,219.0,0.0,0.0,0.0,0.0,0.0,1000.0,2486.0,0.0,6955.0,49.0,87.0,864.0,278.0,0.0,8078.0,952,,7822,28183,28507.0,46.5,46.26
13076,2016-06-28 21:00:00+02:00,324.0,327.0,0.0,6288.0,5550.0,330.0,0.0,0.0,0.0,0.0,0.0,1128.0,3990.0,0.0,6972.0,61.0,93.0,140.0,225.0,0.0,4336.0,481,,4329,31773,32355.0,45.5,52.36
12365,2016-05-30 06:00:00+02:00,315.0,0.0,0.0,3903.0,1143.0,221.0,0.0,0.0,0.0,0.0,433.0,1528.0,3299.0,0.0,6067.0,11.0,63.0,108.0,254.0,0.0,3246.0,169,,3286,23413,23200.0,32.95,41.52
7750,2015-11-19 22:00:00+01:00,511.0,937.0,0.0,7241.0,7028.0,411.0,0.0,0.0,0.0,0.0,1.0,646.0,2940.0,0.0,6070.0,78.0,79.0,43.0,259.0,0.0,3325.0,14,,3397,29789,30088.0,60.55,67.95
28104,2018-03-17 00:00:00+01:00,314.0,0.0,0.0,4543.0,1219.0,333.0,0.0,0.0,0.0,0.0,1187.0,1803.0,5285.0,0.0,6073.0,53.0,98.0,18.0,331.0,0.0,9720.0,18,,10256,27853,27572.0,41.71,50.05
15016,2016-09-17 17:00:00+02:00,369.0,0.0,0.0,3417.0,2541.0,238.0,0.0,0.0,0.0,0.0,579.0,613.0,848.0,0.0,7022.0,53.0,87.0,3510.0,313.0,0.0,6992.0,3637,,6966,25200,25379.0,32.85,40.84
11064,2016-04-06 01:00:00+02:00,320.0,0.0,0.0,4271.0,1788.0,306.0,0.0,0.0,0.0,0.0,959.0,1347.0,2474.0,0.0,6070.0,57.0,87.0,607.0,238.0,0.0,3448.0,583,,3492,24321,24117.0,41.35,29.2
5956,2015-09-06 05:00:00+02:00,511.0,801.0,0.0,4200.0,6520.0,312.0,0.0,0.0,0.0,0.0,260.0,707.0,1089.0,0.0,4983.0,83.0,64.0,252.0,248.0,0.0,4629.0,191,,4658,23997,24034.0,45.52,51.37
9157,2016-01-17 13:00:00+01:00,560.0,0.0,0.0,3641.0,2473.0,298.0,0.0,0.0,0.0,0.0,704.0,1088.0,4861.0,0.0,6096.0,88.0,74.0,2213.0,234.0,0.0,4049.0,2194,,3950,29398,29632.0,38.56,45.95
8799,2016-01-02 15:00:00+01:00,516.0,673.0,0.0,5084.0,5868.0,407.0,0.0,0.0,0.0,0.0,168.0,1022.0,4464.0,0.0,6096.0,92.0,75.0,3776.0,226.0,0.0,1882.0,3523,,2025,32014,31449.0,44.1,39.26
28098,2018-03-16 18:00:00+01:00,301.0,0.0,0.0,5670.0,1169.0,350.0,0.0,0.0,0.0,0.0,860.0,1878.0,5813.0,0.0,6070.0,53.0,107.0,1145.0,328.0,0.0,9922.0,876,,9523,32003,31598.0,45.44,55.33
13716,2016-07-25 13:00:00+02:00,394.0,763.0,0.0,6650.0,4850.0,292.0,0.0,0.0,0.0,0.0,0.0,930.0,3484.0,0.0,6966.0,56.0,84.0,5234.0,314.0,0.0,3471.0,5267,,3525,33459,33889.0,45.69,54.92
7555,2015-11-11 19:00:00+01:00,550.0,635.0,0.0,8468.0,7444.0,405.0,0.0,0.0,0.0,0.0,29.0,782.0,6040.0,0.0,5047.0,86.0,81.0,342.0,272.0,0.0,506.0,285,,493,32856,33005.0,68.7,79.85
16574,2016-11-21 14:00:00+01:00,326.0,886.0,0.0,6164.0,5294.0,277.0,0.0,0.0,0.0,0.0,0.0,850.0,950.0,0.0,5020.0,56.0,89.0,1001.0,277.0,0.0,8354.0,1109,,8807,32750,32735.0,48.7,56.27
10664,2016-03-20 08:00:00+01:00,508.0,0.0,0.0,3743.0,2932.0,281.0,0.0,0.0,0.0,0.0,1745.0,1343.0,3005.0,0.0,7104.0,91.0,73.0,599.0,216.0,0.0,1820.0,757,,1718,22545,22435.0,30.59,38.7
34626,2018-12-13 18:00:00+01:00,339.0,482.0,0.0,6678.0,4484.0,291.0,0.0,0.0,0.0,0.0,1.0,1210.0,2877.0,0.0,6099.0,66.0,101.0,67.0,290.0,0.0,14220.0,94,,13562,36688,36549.0,65.81,73.77
18435,2017-02-07 03:00:00+01:00,372.0,204.0,0.0,4450.0,1870.0,259.0,0.0,0.0,0.0,0.0,1296.0,688.0,744.0,0.0,6018.0,54.0,89.0,695.0,324.0,0.0,6343.0,630,,6353,21803,21445.0,40.51,47.06
27127,2018-02-04 07:00:00+01:00,235.0,0.0,0.0,3837.0,1098.0,255.0,0.0,0.0,0.0,0.0,955.0,1625.0,4805.0,0.0,6063.0,14.0,86.0,92.0,322.0,0.0,7540.0,36,,7536,25258,24939.0,28.89,49.18
13864,2016-07-31 17:00:00+02:00,377.0,0.0,0.0,3366.0,2726.0,201.0,0.0,0.0,0.0,0.0,585.0,722.0,890.0,0.0,6922.0,54.0,76.0,4082.0,309.0,0.0,7007.0,4110,,6805,27457,27473.0,33.99,39.54
2127,2015-03-30 16:00:00+02:00,467.0,0.0,0.0,3802.0,3120.0,388.0,0.0,0.0,0.0,0.0,392.0,1469.0,2430.0,0.0,7077.0,81.0,68.0,5000.0,153.0,0.0,8204.0,4725,,8257,29199,29104.0,36.07,49.49
463,2015-01-20 07:00:00+01:00,536.0,971.0,0.0,6115.0,8089.0,309.0,0.0,0.0,0.0,0.0,19.0,1128.0,3163.0,0.0,6093.0,82.0,72.0,41.0,271.0,0.0,4345.0,29,,4429,32474,32945.0,63.89,70.93
8329,2015-12-14 01:00:00+01:00,502.0,563.0,0.0,4109.0,4414.0,301.0,0.0,0.0,0.0,0.0,2881.0,487.0,523.0,0.0,6408.0,84.0,66.0,39.0,234.0,0.0,7727.0,7,,7775,23025,23395.0,31.49,41.41
9245,2016-01-21 05:00:00+01:00,572.0,709.0,0.0,4759.0,5584.0,370.0,0.0,0.0,0.0,0.0,2628.0,1076.0,3479.0,0.0,6098.0,88.0,79.0,21.0,260.0,0.0,4812.0,10,,4700,24668,24549.0,38.41,44.42
7745,2015-11-19 17:00:00+01:00,512.0,914.0,0.0,7213.0,7198.0,401.0,0.0,0.0,0.0,0.0,1.0,697.0,3880.0,0.0,6060.0,78.0,79.0,1046.0,262.0,0.0,2034.0,1113,,1859,30552,30740.0,61.15,68.94
30786,2018-07-06 19:00:00+02:00,351.0,433.0,0.0,6918.0,4097.0,309.0,0.0,0.0,0.0,0.0,96.0,1736.0,3212.0,0.0,5041.0,47.0,113.0,1297.0,252.0,0.0,2510.0,1378,,3338,29573,29547.0,65.51,68.13
18506,2017-02-10 02:00:00+01:00,326.0,644.0,0.0,5334.0,3692.0,270.0,0.0,0.0,0.0,0.0,762.0,370.0,411.0,0.0,5973.0,54.0,91.0,45.0,298.0,0.0,3490.0,24,,3493,21581,21779.0,44.58,52.02
29456,2018-05-12 09:00:00+02:00,359.0,0.0,0.0,10380.0,5271.0,311.0,0.0,0.0,0.0,0.0,1.0,1382.0,4002.0,0.0,5890.0,58.0,97.0,886.0,300.0,0.0,4606.0,937,,3909,34212,34430.0,68.07,59.28
